phase,name,repeat,mode,cores,window_kb,block,dataset,depth,seconds,input_bytes,output_bytes,calls,gbps,output_pct,compression_factor,cpu_cores_used,cpu_seconds_per_gb,validation
window,window-069,2,async,64,8,65536,dickens,8,2,31398174784,19612275105,480544,15.685756,62.46310570573069,1.600945051805605,63.877082,4.072298587329804,PASS
window,window-070,2,sw,1,8,65536,xml,8,1,695541760,176106164,10670,0.6955359999999999,25.319279751082092,3.949559425983522,0.99889,1.436144211083251,PASS
window,window-071,2,sync,1,8,65536,xml,8,1,950964224,213131794,14588,0.9508540000000001,22.412177936990403,4.461859988848027,0.999074,1.0507123070418802,PASS
window,window-072,2,async,1,8,65536,xml,8,1,1209868288,271266844,18560,1.209732,22.42118804919036,4.460066959012506,0.998833,0.8256646926757331,PASS
window,window-073,2,sw,1,8,65536,ooffice,8,1,377970688,258216636,5775,0.377907,68.31657697223335,1.4637735734424175,0.998926,2.6433117142577407,PASS
window,window-074,2,sync,1,8,65536,ooffice,8,1,442638336,300525021,6763,0.44255399999999995,67.89403369707227,1.4728834708242147,0.99927,2.2579617402622056,PASS
window,window-075,2,async,1,8,65536,ooffice,8,1,487989248,331372652,7456,0.487952,67.90572811964907,1.4726298173815502,0.998813,2.0469492900941075,PASS
window,window-076,2,sw,1,8,65536,random,8,1,8497659904,8531113216,129664,8.497584000000002,100.3936767578125,0.9960786697875186,0.998679,0.1175250518264956,PASS
window,window-077,2,sync,1,8,65536,random,8,1,2350579712,2351010116,35867,2.350533,100.018310546875,0.9998169280527247,0.998644,0.42485853208612684,PASS
window,window-078,2,async,1,8,65536,random,8,1,5231869952,5232827936,79832,5.231542999999999,100.018310546875,0.9998169280527247,0.998479,0.19085745830627793,PASS
window,window-079,2,sw,1,8,65536,repeated,8,1,10287579136,41912592,156976,10.287528,0.40740966796875,245.45318352059925,0.99899,0.0971069045936011,PASS
window,window-080,2,sync,1,8,65536,repeated,8,1,3099525120,56976191,47295,3.099453,1.8382232372422262,54.40035680868874,0.999425,0.3224520584761247,PASS
window,window-081,2,async,1,8,65536,repeated,8,1,6832521216,117735865,104256,6.832306,1.723168670509109,58.032624264492384,0.998567,0.1461537290630718,PASS
window,window-082,2,sw,1,8,65536,text,8,1,10045292544,49509117,153279,10.045202999999999,0.49285888671875,202.89783281733747,0.998884,0.09943890631179879,PASS
window,window-083,2,sync,1,8,65536,text,8,1,3094609920,59217240,47220,3.094595,1.913560724319012,52.25859766513941,0.999395,0.3229485603124157,PASS
window,window-084,2,async,1,8,65536,text,8,1,6807879680,133708800,103880,6.807411,1.9640300105891413,50.91571893547769,0.99854,0.14668425338208607,PASS
window,window-085,3,sw,1,8,65536,dickens,8,2,572677520,362266569,8765,0.286331,63.25838824614593,1.5808180191200585,0.999051,3.4891471758209907,PASS
window,window-086,3,sync,1,8,65536,dickens,8,2,843907036,527067361,12916,0.42193200000000003,62.45561874898268,1.6011369673866032,0.997769,2.3647625683759466,PASS
window,window-087,3,async,1,8,65536,dickens,8,2,929871882,580778743,14232,0.464681,62.457931489533955,1.6010776792497035,0.998772,2.1493712891209236,PASS
window,window-088,3,sw,8,8,65536,dickens,8,2,4583155266,2899214139,70146,2.291337,63.25803885606349,1.5808267503761646,7.993644,3.4886374199866714,PASS
window,window-089,3,sync,8,8,65536,dickens,8,2,6756340122,4219841689,103407,3.377982,62.457508248576,1.6010885288924401,7.988064,2.364744394730345,PASS
window,window-090,3,async,8,8,65536,dickens,8,2,7408722202,4627575469,113392,3.7022779999999997,62.46118214218879,1.6009943547395014,7.991062,2.1584176012714336,PASS
window,window-091,3,sw,16,8,65536,dickens,8,2,9167886592,5799416140,140317,4.583433,63.25793934951851,1.5808292370617847,15.986381,3.48786182758644,PASS
window,window-092,3,sync,16,8,65536,dickens,8,2,13407285572,8374369622,205202,6.7031220000000005,62.46133549574847,1.6009904240168968,15.970226,2.3825056443848105,PASS
window,window-093,3,async,16,8,65536,dickens,8,2,14708610690,9187121563,225120,7.350241,62.460838461419634,1.60100316395476,15.977335,2.1737158006111637,PASS
window,window-094,3,sw,24,8,65536,dickens,8,2,13755301698,8701315917,210528,6.876939999999999,63.25790671872474,1.5808300525126193,23.978385,3.486781184654803,PASS
window,window-095,3,sync,24,8,65536,dickens,8,2,20028458502,12510017894,306537,10.009956,62.46121184389091,1.6009935934309063,23.949354,2.392553373860984,PASS
window,window-096,3,async,24,8,65536,dickens,8,2,21875953426,13663636775,334816,10.931802,62.45961722866213,1.6010344673407786,23.96284,2.1920301886184914,PASS
window,window-097,3,sw,32,8,65536,dickens,8,2,18323745730,11591236508,280450,9.160802,63.25800782654716,1.5808275258082587,31.968427,3.489697408589335,PASS
window,window-098,3,sync,32,8,65536,dickens,8,2,26596759860,16612621091,407070,13.294626000000001,62.46107111710412,1.6009972005205713,31.939892,2.40246638002453,PASS
window,window-099,3,async,32,8,65536,dickens,8,2,28944704450,18078906905,443000,14.463983,62.46015376052665,1.6010207144766533,31.948152,2.208807352718819,PASS
window,window-100,3,sw,48,8,65536,dickens,8,2,27453746122,17366639559,420187,13.725235000000001,63.25781363980517,1.5808323785802596,47.926171,3.491828810217092,PASS
window,window-101,3,sync,48,8,65536,dickens,8,2,31593068434,19732774650,483544,15.787346,62.459190031582615,1.6010454178069682,47.902537,3.034236216777665,PASS
window,window-102,3,async,48,8,65536,dickens,8,2,31774472082,19846312569,486312,15.876468999999998,62.45992857971915,1.6010264864835304,47.91452,3.0179582122448014,PASS
window,window-103,3,sw,52,8,65536,dickens,8,2,29738461256,18811885075,455156,14.867033,63.25776210497285,1.5808336664527491,51.914179,3.4918990897511293,PASS
window,window-104,3,sync,52,8,65536,dickens,8,2,31701658390,19800552375,485200,15.849129999999999,62.45904277754095,1.6010491924470869,51.907333,3.2750903677362735,PASS
window,window-105,3,async,52,8,65536,dickens,8,2,31731542806,19819485947,485656,15.85392,62.4598875263399,1.601027538799667,51.898174,3.273523141279885,PASS
window,window-106,3,sw,56,8,65536,dickens,8,2,31995407512,20239489822,489697,15.995581,63.257484107396046,1.5808406137402489,55.903399,3.494927692842167,PASS
window,window-107,3,sync,56,8,65536,dickens,8,2,31642553716,19763455960,484291,15.807986999999999,62.45847328689733,1.6010637906671055,55.877917,3.534790166515193,PASS
window,window-108,3,async,56,8,65536,dickens,8,2,31638100464,19761466907,484224,15.807227000000001,62.46097779949194,1.6009995924337481,55.873199,3.5346616455878057,PASS
window,window-109,3,sw,64,8,65536,dickens,8,2,36574137500,23135886227,559775,18.285008,63.25750327536773,1.5808401347218468,63.895877,3.494440746211322,PASS
window,window-110,3,sync,64,8,65536,dickens,8,2,31656962048,19772857081,484508,15.817366,62.4597428237723,1.6010312479535187,63.854576,4.036991746919178,PASS
window,window-111,3,async,64,8,65536,dickens,8,2,31638874112,19762064162,484232,15.807254,62.46133820073149,1.6009903546835778,63.874923,4.04086142982203,PASS
window,window-112,3,sw,1,8,65536,xml,8,1,696131584,176365316,10679,0.696098,25.33505447154083,3.947100256379208,0.999013,1.4351614284195617,PASS
window,window-113,3,sync,1,8,65536,xml,8,1,950833152,213052568,14586,0.950819,22.40693517594136,4.462903972131422,0.999101,1.0507793807233554,PASS
window,window-114,3,async,1,8,65536,xml,8,1,1207275520,270514649,18520,1.207245,22.407035056918907,4.4628840784145485,0.993704,0.8231170971923678,PASS
window,window-115,3,sw,1,8,65536,ooffice,8,1,377839616,258123194,5773,0.37778100000000003,68.31554529210617,1.4637956788958686,0.998967,2.6443018574253334,PASS
window,window-116,3,sync,1,8,65536,ooffice,8,1,443285504,300938602,6773,0.443197,67.88821183739859,1.4730097802474673,0.999248,2.2546362001547844,PASS
window,window-117,3,async,1,8,65536,ooffice,8,1,489037824,332111588,7472,0.489028,67.91122725100298,1.4725105707543091,0.998739,2.0422941017692238,PASS
window,window-118,3,sw,1,8,65536,random,8,1,8449228800,8482491450,128925,8.449174000000001,100.3936767578125,0.9960786697875186,0.998776,0.11820989838770037,PASS
window,window-119,3,sync,1,8,65536,random,8,1,2333474816,2333902088,35606,2.333409,100.018310546875,0.9998169280527247,0.99864,0.42797469282067563,PASS
window,window-120,3,async,1,8,65536,random,8,1,5130158080,5131097440,78280,5.12984,100.018310546875,0.9998169280527247,0.998591,0.1946631863761833,PASS
window,window-121,3,sw,1,8,65536,repeated,8,1,10664935424,43449978,162734,10.664888999999999,0.40740966796875,245.45318352059925,0.998999,0.09367176723545834,PASS
window,window-122,3,sync,1,8,65536,repeated,8,1,3100704768,57069798,47313,3.100665,1.8405427884967862,54.33179854605408,0.999322,0.32229279848032605,PASS
window,window-123,3,async,1,8,65536,repeated,8,1,6807879680,117369818,103880,6.807364,1.7240289710878087,58.00366564426299,0.998569,0.14668952622483536,PASS
window,window-124,3,sw,1,8,65536,text,8,1,10087759872,49718421,153927,10.087663000000001,0.49285888671875,202.89783281733747,0.99888,0.0990199613131406,PASS
window,window-125,3,sync,1,8,65536,text,8,1,3093692416,59301856,47206,3.093534,1.9168633472837138,52.16855971590501,0.999448,0.32307645560061726,PASS
window,window-126,3,async,1,8,65536,text,8,1,6807879680,133365957,103880,6.807368,1.9589940373329278,51.04660764365827,0.998606,0.14669487531745015,PASS
window,window-127,1,raw,32,4,65536,dickens,8,3,47197936640,72486149308,722375,15.729989999999999,153.57906397664084,0.6511304171980751,31.956049,2.0315365108305854,RAW_NOT_LZ4
window,window-128,1,async,32,4,65536,dickens,8,3,39054774894,26275970821,597744,13.012842000000001,67.27979073574633,1.4863304256216885,31.948556,2.4551559144420563,PASS
window,window-129,1,raw,32,8,65536,dickens,8,3,47208734890,70046699120,722545,15.733191000000001,148.37656480991117,0.673960878714994,31.95784,2.031237019877277,RAW_NOT_LZ4
window,window-130,1,async,32,8,65536,dickens,8,3,43448936330,27138404053,665000,14.477409,62.46045667696095,1.601012949956317,31.948964,2.2068150454269824,PASS
window,window-131,1,raw,32,16,65536,dickens,8,3,25256400064,35929589780,386554,8.418153,142.2593468940705,0.7029415091752267,31.960367,3.7966008695731714,RAW_NOT_LZ4
window,window-132,1,async,32,16,65536,dickens,8,3,25525279872,14931276221,390672,8.504325000000001,58.49603332803762,1.709517625566402,31.958318,3.757890014786593,PASS
window,window-133,1,raw,32,24,65536,dickens,8,3,25296704704,35986904073,387169,8.431526,142.25925666638165,0.7029419550146697,31.962023,3.790775596256241,RAW_NOT_LZ4
window,window-134,1,async,32,24,65536,dickens,8,3,25518988416,14927619581,390576,8.502212,58.49612585599443,1.7095149214869318,31.950507,3.7579052368959984,PASS
window,window-135,1,raw,32,32,65536,dickens,8,3,25345660096,36056778177,387916,8.447571,142.26016619977636,0.7029374607897597,31.963579,3.783759734011114,RAW_NOT_LZ4
window,window-136,1,async,32,32,65536,dickens,8,3,25522134144,14929402419,390624,8.503128,58.495901380213354,1.7095214816849662,31.955286,3.758062444785025,PASS
window,window-137,1,sw,32,32,4096,dickens,8,3,31496525824,23822167108,7691455,10.498790999999999,75.63426912897097,1.3221519973899765,31.975914,3.045675830674218,PASS
window,window-138,1,async,32,32,4096,dickens,8,3,31077514630,23363603673,7589136,10.35882,75.17848177745351,1.3301678570208983,31.964859,3.0857625675511304,PASS
window,window-139,1,raw,32,32,4096,dickens,8,3,41201645448,62829456941,10061452,13.73373,152.49259163762318,0.6557695618265554,31.96271,2.327314575137272,RAW_NOT_LZ4
window,window-140,1,sw,32,32,8192,dickens,8,3,29397377160,21003481067,3590862,9.799033999999999,71.4467857206619,1.3996430908868827,31.975687,3.263146857128979,PASS
window,window-141,1,async,32,32,8192,dickens,8,3,35638853902,24771470012,4353248,11.878934,69.50692095799933,1.4387056514908292,31.963141,2.690741526133574,PASS
window,window-142,1,raw,32,32,8192,dickens,8,3,46817273190,70988381219,5718693,15.605231999999999,151.62861136936712,0.6595061386956854,31.963286,2.0482416410086053,RAW_NOT_LZ4
window,window-143,1,sw,32,32,16384,dickens,8,3,28011991744,19032808073,1712171,9.337124,67.94521520261661,1.4717739829330754,31.975713,3.4245783819514446,PASS
window,window-144,1,async,32,32,16384,dickens,8,3,31893336000,20447145505,1949416,10.62991,64.11102778649433,1.5597940549795095,31.96025,3.0066341107309467,PASS
window,window-145,1,raw,32,32,16384,dickens,8,3,31489255424,46521929768,1924724,10.496253000000001,147.73905937624244,0.6768690718771475,31.964481,3.0453230309902017,RAW_NOT_LZ4
window,window-146,1,async,32,8,65536,dickens,8,30,434716709228,271529250692,6653528,14.489998,62.46119482598229,1.6009940296307383,31.956498,2.205417695709827,PASS
